CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore,TeamType,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO,GMTMatchEndTime,GMTMatchEndDate,AudioHighlightsText,AudioHighlightsPath,AudioPodcastPath,matchDateTime,timestamp,CustomMatchTime
243,2096,2,T20,Post,2025-08-09,9 Aug 2025,Australia A (Women) vs India A (Women),18:00,08:00 GMT,2025-08-09,230,Australia A (Women),148,India A (Women),AUS-AW,IND-AW,139,Great Barrier Reef Arena,Australia A (Women) Won by 114 Runs ,India A (Women),India A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,187/4 (20.0 Ov),73/10 (15.1 Ov),,2025-08-09 18:00:00,Mackay,,,,,,,,481,629,0,103,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,9 Aug 2025,23:59,20,0,T20,2.0,India A Women Tour Of Australia T20 Series 2025,Eloise Sheridan,Kate Holloman,,Australia A (Women) Won by 114 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,0,+9.5,2022-100mb00000001652-8fe890797f7211,Titas Sadhu,1,4,0,0,25.0,https://scores.bcci.tv/matchcentre/playerimages/i30hqEHhXu17523434191652.png,2024-100mb00000003096-c3bc34caca7711,Saima Thakor,0,0,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/m3RikRdd2r17523435363096.png,2025-100mb00000004302-0a959f81729711,Amy Edgar,3.1,17,0,2,5.37,9.5,https://scores.bcci.tv/matchcentre/playerimages/tVUFGMNX0R17544698244302.png,,,87.92,2,187/4 (20.0 Overs),187,4,20.0,9.35,73/10 (15.1 Overs),73,10,15.1,4.81,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,230,Womens Twenty20,,,2.0,96,0,0,,,,,-,-,-,-,,,13:59 GMT,2025-08-09,,,,,0.0,
243,2097,2,T20,Post,2025-08-10,10 Aug 2025,Australia A (Women) vs India A (Women),18:00,08:00 GMT,2025-08-10,230,Australia A (Women),148,India A (Women),AUS-AW,IND-AW,139,Great Barrier Reef Arena,Australia A (Women) Won by 4 Runs ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,144/8 (20.0 Ov),140/8 (20.0 Ov),,2025-08-10 18:00:00,Mackay,,,,,,,,0,0,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,10 Aug 2025,23:59,20,0,T20,3.0,India A Women Tour Of Australia T20 Series 2025,,,,Australia A (Women) Won by 4 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,0,+9.5,2025-100mb00000003699-76c8de34dc7e11,Prema Rawat,12,8,1,0,150.0,https://scores.bcci.tv/matchcentre/playerimages/gXQMu79jTn17523437343699.png,2022-100mb00000001653-a4f559707f7211,Shabnam Md Shakil,1,2,0,0,50.0,https://scores.bcci.tv/matchcentre/playerimages/ZcepqQhwPl17523434361653.png,2024-100mb00000003346-91d0143d53e711,Tess Flintoff,4.0,27,0,0,6.75,0.0,https://scores.bcci.tv/matchcentre/playerimages/yXMmL762U217544697453346.png,,,99.58,2,144/8 (20.0 Overs),144,8,20.0,7.2,140/8 (20.0 Overs),140,8,20.0,7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,230,Womens Twenty20,,,3.0,140,0,0,,,,,-,-,-,-,,,13:59 GMT,2025-08-10,,,,,0.0,
244,2098,3,One Day,Post,2025-08-13,13 Aug 2025,Australia A (Women) vs India A (Women),09:30,23:30 GMT,2025-08-12,230,Australia A (Women),148,India A (Women),AUS-AW,IND-AW,146,Ian Healy Oval,India A (Women) Won by 3 Wickets ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,214/10 (47.5 Ov),215/7 (42.0 Ov),,2025-08-13 09:30:00,Brisbane,,,,,,,,599,196,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,13 Aug 2025,23:59,50,0,ODI,1.0,India A Women Tour Of Australia One Day Series 2025,Ashlee Gibbons,Claire Polosak,,India A (Women) Won by 3 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,0,+9.5,2024-100mb00000003662-3fe02d77b97811,Raghvi Bist,25,34,2,1,73.52,https://scores.bcci.tv/matchcentre/playerimages/GzpEgVc03917523439723662.png,2025-100mb00000003699-76c8de34dc7e11,Prema Rawat,1,4,0,0,25.0,https://scores.bcci.tv/matchcentre/playerimages/v26kteaha417534385983699.png,2023-100mb00000001723-768ac037980f11,Lucy Hamilton,7.0,36,1,2,5.14,21.0,https://scores.bcci.tv/matchcentre/playerimages/73WIS8d8AZ17544699561723.png,,,92.00,2,214/10 (47.5 Overs),214,10,47.5,4.47,215/7 (42.0 Overs),215,7,42.0,5.12,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,148,Womens List-A,,,1.0,256,0,0,,,,,-,-,-,-,,,13:59 GMT,2025-08-13,,,,,0.0,
244,2099,3,One Day,Post,2025-08-15,15 Aug 2025,Australia A (Women) vs India A (Women),09:30,23:30 GMT,2025-08-14,230,Australia A (Women),148,India A (Women),AUS-AW,IND-AW,146,Ian Healy Oval,India A (Women) Won by 2 Wickets ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,265/9 (50.0 Ov),266/8 (49.5 Ov),,2025-08-15 09:30:00,Brisbane,,,,,,,,599,196,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,15 Aug 2025,23:59,50,0,ODI,2.0,India A Women Tour Of Australia One Day Series 2025,Ashlee Gibbons,Claire Polosak,,India A (Women) Won by 2 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,0,+9.5,2025-100mb00000003699-76c8de34dc7e11,Prema Rawat,32,33,3,0,96.96,https://scores.bcci.tv/matchcentre/playerimages/v26kteaha417534385983699.png,2022-100mb00000001652-8fe890797f7211,Titas Sadhu,0,2,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/7Po0GAI5M417523438551652.png,2023-100mb00000001724-84da2588980f11,Ella Hayward,9.5,57,1,2,5.8,29.5,https://scores.bcci.tv/matchcentre/playerimages/Qx37xCA4E717544699691724.png,,,100,2,265/9 (50.0 Overs),265,9,50.0,5.3,266/8 (49.5 Overs),266,8,49.5,5.34,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,148,Womens List-A,,,2.0,267,0,0,,,,,-,-,-,-,,,13:59 GMT,2025-08-15,,,,,0.0,
244,2100,3,One Day,Post,2025-08-17,17 Aug 2025,Australia A (Women) vs India A (Women),09:30,23:30 GMT,2025-08-16,148,India A (Women),230,Australia A (Women),IND-AW,AUS-AW,146,Ian Healy Oval,Australia A (Women) Won by 9 Wickets ,India A (Women),India A (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,216/10 (47.4 Ov),222/1 (27.5 Ov),,2025-08-17 09:30:00,Brisbane,,,,,,,,599,196,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,17 Aug 2025,23:59,50,0,ODI,3.0,India A Women Tour Of Australia One Day Series 2025,Ashlee Gibbons,Claire Polosak,,Australia A (Women) Won by 9 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,0,+9.5,7df6f1387b194008bf2eadb2d0f5ea5,Alyssa Healy,137,84,23,3,163.09,https://scores.bcci.tv/matchcentre/playerimages/vGnDX2UOrF1754470055425.png,2025-100mb00000004304-b69ffa9a729711,Rachel Trenaman,21,32,2,0,65.62,https://scores.bcci.tv/matchcentre/playerimages/tuZofY64Qh17544700974304.png,2025-100mb00000004056-024509c15f4a11,Tanushree Sarkar,2.5,18,0,0,6.35,0.0,https://scores.bcci.tv/matchcentre/playerimages/bTW7GhaEJc17523440264056.png,,,100,2,216/10 (47.4 Overs),216,10,47.4,4.53,222/1 (27.5 Overs),222,1,27.5,7.98,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,230,Womens List-A,,,3.0,399,0,0,,,,,-,-,-,-,,,13:59 GMT,2025-08-17,,,,,0.0,
245,2101,6,Multi Day,Post,2025-08-21,21 Aug 2025,Australia A (Women) vs India A (Women),09:30,23:30 GMT,2025-08-20,148,India A (Women),230,Australia A (Women),IND-AW,AUS-AW,138,Allan Border Field,Australia A (Women) Won by 6 Wickets ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,299/10 (89.1 Ov) & 286/10 (81.4 Ov),305/10 (76.2 Ov) & 283/4 (85.3 Ov),,2025-08-21 09:30:00,Brisbane,,,,,,,,631,481,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,24 Aug 2025,23:59,90,0,Test,1.0,India A Women Tour Of Australia Only Unofficial Test 2025,Stephen Dionysius,Eloise Sheridan,,Australia A (Women) Won by 6 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,0,+9.5,2024-100mb00000003345-6e2a524f53e711,Nicole Faltum,16,21,2,0,76.19,https://scores.bcci.tv/matchcentre/playerimages/cd5YzQ6GT017544702383345.png,2023-100mb00000001724-84da2588980f11,Ella Hayward,4,4,1,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/FjU7MS4Jrk17544701701724.png,2024-100mb00000003599-ebd8572fb91b11,Joshitha VJ,7.3,24,0,1,3.2,45.0,https://scores.bcci.tv/matchcentre/playerimages/9Z2tmOaRq417524910253599.png,,,100,4,299/10 (89.1 Overs),299,10,89.1,3.35,305/10 (76.2 Overs),305,10,76.2,4,286/10 (81.4 Overs),286,10,81.4,3.5,283/4 (85.3 Overs),283,4,85.3,3.31,,,,,,,,,,,6,148,India A (Women),230,Australia A (Women),,,,,230,Womens First-Class,,,1.0,0,0,0,,,,,-,-,-,-,,,13:59 GMT,2025-08-24,,,,,0.0,
230,1976,1,One Day D/N,Post,2025-09-14,14 Sep 2025,India (Women) vs Australia (Women),13:30,08:00 GMT,2025-09-14,52,India (Women),55,Australia (Women),INDW,AUSW,131,New PCA Stadium,Australia (Women) Won by 8  Wickets ,India (Women),India (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,281/7 (50.0 Ov),282/2 (44.1 Ov),,2025-09-14 13:30:00,Chandigarh,,,,,,,,485,480,586,0,52,India (Women),,,,,55,Australia (Women),Asia/Kolkata,14 Sep 2025,23:59,50,0,ODI,1.0,Australia Women Tour Of India Odi Series 2025,Gayathri Venugopalan,Lauren Agenbag,Vrinda Rathi,Australia (Women) Won by 8  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,0,+9.5,2020023e04d64bd011ea9b3802322e7,Annabel Sutherland,54,51,6,0,105.88,https://scores.bcci.tv/matchcentre/playerimages/GLATnG4csQ1757772226430.png,90c5749aaac341cd9758a32096fca5c,Beth Mooney,77,74,9,0,104.05,https://scores.bcci.tv/matchcentre/playerimages/V0eHAl9c321757772124422.png,2025-100mb00000003703-15667a12dc8011,Sree Charani,8.1,55,0,0,6.73,0.0,https://scores.bcci.tv/matchcentre/playerimages/mKheApfgJP17577717943703.png,,,94.17,2,281/7 (50.0 Overs),281,7,50.0,5.62,282/2 (44.1 Overs),282,2,44.1,6.38,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,55,1st ODI,,,1.0,319,0,0,,Phoebe Litchfield,,1639,88,80,-,-,https://scores.bcci.tv/matchcentre/playerimages/zScpka7lvV17577719721639.png,,18:29 GMT,2025-09-14,,,,,0.0,
230,1977,1,One Day D/N,Post,2025-09-17,17 Sep 2025,India (Women) vs Australia (Women),13:30,08:00 GMT,2025-09-17,52,India (Women),55,Australia (Women),INDW,AUSW,131,New PCA Stadium,India (Women) Won by 102  Runs ,Australia (Women),Australia (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,292/10 (49.5 Ov),190/10 (40.5 Ov),,2025-09-17 13:30:00,Chandigarh,,,,,,,,484,586,480,121,52,India (Women),,,,,55,Australia (Women),Asia/Kolkata,17 Sep 2025,23:59,50,0,ODI,2.0,Australia Women Tour Of India Odi Series 2025,Janani N,Vrinda Rathi,Lauren Agenbag,India (Women) Won by 102  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,0,+9.5,845495abeecf4264b23a6e2275f53f7,Georgia Wareham,10,17,0,0,58.82,https://scores.bcci.tv/matchcentre/playerimages/VAj7DMmhKY1757772134423.png,2022-100mb00000000965-ba4521609a1411,Darcie Brown,14,13,2,0,107.69,https://scores.bcci.tv/matchcentre/playerimages/ArFJMIl1if1757772235965.png,2025-100mb00000003704-67165c05dc8011,Kranti Gaud,9.5,28,1,3,2.85,19.66,https://scores.bcci.tv/matchcentre/playerimages/BP9Q9o4bW417577718033704.png,,,90.83,2,292/10 (49.5 Overs),292,10,49.5,5.86,190/10 (40.5 Overs),190,10,40.5,4.65,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,2nd  ODI,,,2.0,232,0,0,,Smriti Mandhana,,401,117,91,-,-,https://scores.bcci.tv/matchcentre/playerimages/dvWbsjafex1757771910401.png,,18:29 GMT,2025-09-17,,,,,0.0,
230,1978,1,One Day D/N,Post,2025-09-20,20 Sep 2025,India (Women) vs Australia (Women),13:30,08:00 GMT,2025-09-20,55,Australia (Women),52,India (Women),AUSW,INDW,17,Arun Jaitley Stadium,Australia (Women) Won by 43   Runs ,Australia (Women),Australia (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,0,412/10 (47.5 Ov),369/10 (47.0 Ov),,2025-09-20 13:30:00,Delhi,,,,,,,,480,556,485,121,52,India (Women),,,,,55,Australia (Women),Asia/Kolkata,20 Sep 2025,23:59,50,0,ODI,3.0,Australia Women Tour Of India Odi Series 2025,Lauren Agenbag,N Janani,Gayathri Venugopalan,Australia (Women) Won by 43   Runs ,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/CqCDnjhh7Y1729662126Australia.png,0,+9.5,2022-100mb00000000888-48b089d388b911,Renuka Singh,2,4,0,0,50.0,https://scores.bcci.tv/matchcentre/playerimages/JDKO09pV0o1757771949888.png,2025-100mb00000003704-67165c05dc8011,Kranti Gaud,8,15,0,0,53.33,https://scores.bcci.tv/matchcentre/playerimages/BP9Q9o4bW417577718033704.png,2022-100mb00000001640-f7faee4f722c11,Kim Garth,9.0,69,1,3,7.67,18.0,https://scores.bcci.tv/matchcentre/playerimages/JuOh1btHPQ17577719861640.png,,,100,2,412/10 (47.5 Overs),412,10,47.5,8.61,369/10 (47.0 Overs),369,10,47.0,7.85,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,55,3rd  ODI,,,3.0,392,0,0,,Beth Mooney,,422,138,75,-,-,https://scores.bcci.tv/matchcentre/playerimages/V0eHAl9c321757772124422.png,,18:29 GMT,2025-09-20,,,,,0.0,
256,2192,9,One Day WarmUp Practice,Post,2025-09-25,25 Sep 2025,India (Women) vs England (Women),15:00,09:30 GMT,2025-09-25,53,England (Women),52,India (Women),ENGW,INDW,169,BCCI Centre of Excellence 1 ground,England (Women) Won by 153 Runs ,India (Women),India (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,340/9 (50.0 Ov),187/10 (34.0 Ov),,2025-09-25 15:00:00,Bengaluru,,,,,,,,481,504,196,114,52,India (Women),,,,,53,England (Women),Asia/Kolkata,25 Sep 2025,23:59,50,0,Warm Up Practice Match,2.0,Icc Womens Cricket World Cup Warm Up 2025,Eloise Sheridan,Sarah Dambanevana,Claire Polosak,England (Women) Won by 153 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/xwbqvMolZz1729662687ECB.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/xwbqvMolZz1729662687ECB.png,0,+9.5,2025-100mb00000003703-15667a12dc8011,Sree Charani,11,7,1,1,157.14,https://scores.bcci.tv/matchcentre/playerimages/7Gs97FmdPH17557602313703.png,2022-100mb00000000888-48b089d388b911,Renuka Singh,1,1,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/zRiGYKOvRo1755760436888.png,2025-100mb00000004035-486b85f050f611,Linsey Smith,6.0,35,0,2,5.83,18.0,https://scores.bcci.tv/matchcentre/playerimages/1hVuxt1X2e17581935534035.png,,,,2,340/9 (50.0 Overs),340,9,50.0,6.8,187/10 (34.0 Overs),187,10,34.0,5.5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,53,Warm Up Practice Match,,,2.0,275,0,0,,,,,-,-,-,-,,,18:29 GMT,2025-09-25,,,,,0.0,
256,2194,9,One Day WarmUp Practice,Post,2025-09-25,25 Sep 2025,New Zealand (Women) vs India A (Women),09:30,04:00 GMT,2025-09-25,73,New Zealand (Women),148,India A (Women),NZW,IND-AW,170,BCCI Centre of Excellence 2 ground,India A (Women) Won by 4 Wickets (D/L Method) ,New Zealand (Women),New Zealand (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,273/9 (50.0 Ov),226/6 (39.3 Ov),,2025-09-25 09:30:00,Bengaluru,,,,,,,,572,479,6,145,73,New Zealand (Women),,,,,148,India A (Women),Asia/Kolkata,25 Sep 2025,23:59,50,0,Warm Up Practice Match,1.0,Icc Womens Cricket World Cup Warm Up 2025,Shathira Jakir Jesy,Sue Redfern,Jacqueline Williams,India A (Women) Won by 4 Wickets (D/L Method) ,https://scores.bcci.tv/matchcentre/teamlogos/h7GtaaCnV51729663408NZ_Women.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/h7GtaaCnV51729663408NZ_Women.png,https://scores.bcci.tv/matchcentre/teamlogos/HR6HRHdGeL1753711813200x200.png,0,+9.5,2023-100mb00000002154-515b32d203b011,Madiwala Mamatha,56,60,6,1,93.33,https://scores.bcci.tv/matchcentre/playerimages/JqZh1MtQAE17587720882154.png,2023-100mb00000001909-e56bb657b38a11,Minnu Mani,39,53,3,1,73.58,https://scores.bcci.tv/matchcentre/playerimages/SxeI1ejw5H17557598431909.png,2024-100mb00000003437-656574117bdb11,Eden Carson,5.3,37,0,0,6.73,0.0,https://scores.bcci.tv/matchcentre/playerimages/LDEHw58KlE17581936583437.png,,,,2,273/9 (50.0 Overs),273,9,50.0,5.46,226/6 (39.3 Overs),226,6,39.3,5.72,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,148,Warm Up Practice Match,40,224,1.0,228,0,0,,,,,-,-,-,-,,,18:29 GMT,2025-09-25,,,,,0.0,
256,2193,9,One Day WarmUp Practice,Post,2025-09-27,27 Sep 2025,India (Women) vs New Zealand (Women),15:00,09:30 GMT,2025-09-27,73,New Zealand (Women),52,India (Women),NZW,INDW,169,BCCI Centre of Excellence 1 ground,India (Women) Won by 4 Wickets ,New Zealand (Women),New Zealand (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,232/8 (42.0 Ov),237/6 (40.2 Ov),,2025-09-27 15:00:00,Bengaluru,,,,,,,,6,196,504,114,52,India (Women),,,,,73,New Zealand (Women),Asia/Kolkata,27 Sep 2025,23:59,42,0,Warm Up Practice Match,3.0,Icc Womens Cricket World Cup Warm Up 2025,Jacqueline Williams,Claire Polosak,Sarah Dambanevana,India (Women) Won by 4 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/h7GtaaCnV51729663408NZ_Women.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/h7GtaaCnV51729663408NZ_Women.png,0,+9.5,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,5,4,1,0,125.0,https://scores.bcci.tv/matchcentre/playerimages/0AtIICjIt51755760351395.png,2022-100mb00000001680-8a371a12874411,Amanjot Kaur,2,5,0,0,40.0,https://scores.bcci.tv/matchcentre/playerimages/nHesHRBy8w17557601981680.png,2024-100mb00000003437-656574117bdb11,Eden Carson,6.2,48,0,1,7.58,38.0,https://scores.bcci.tv/matchcentre/playerimages/LDEHw58KlE17581936583437.png,,,,2,232/8 (42.0 Overs),232,8,42.0,5.52,237/6 (40.2 Overs),237,6,40.2,5.88,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,Warm Up Practice Match,42,237,3.0,246,0,0,,,,,-,-,-,-,,,18:29 GMT,2025-09-27,,,,,0.0,
237,2019,1,One Day D/N,Post,2025-09-30,30 Sep 2025,India (Women) vs Sri Lanka (Women),15:00,09:30 GMT,2025-09-30,52,India (Women),83,Sri Lanka (Women),INDW,SLW,44,ACA Stadium,India (Women) Won by 59  Runs  (D/L Method) ,Sri Lanka (Women),Sri Lanka (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,269/8 (47.0 Ov),211/10 (45.4 Ov),,2025-09-30 15:00:00,Guwahati,,,,,,,,196,481,471,114,52,India (Women),,,,,83,Sri Lanka (Women),Asia/Kolkata,1 Oct 2025,23:59,47,0,ODI,1.0,Icc Womens Cricket World Cup 2025,Claire Polosak,Eloise Sheridan,Kim Cotton,India (Women) Won by 59  Runs  (D/L Method) ,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/JSjinqwTjl1729664504SriLanka.png,https://scores.bcci.tv/matchcentre/teamlogos/Col0f8VC7m1753711737200x200.png,https://scores.bcci.tv/matchcentre/teamlogos/JSjinqwTjl1729664504SriLanka.png,0,+9.5,2022-100mb00000001208-52ad8513f0aa11,Inoka Ranaweera,3,8,0,0,37.5,https://scores.bcci.tv/matchcentre/playerimages/8iBcOgesMa17592097591208.png,2022-100mb00000001206-fae90901f0a911,Udeshika Prabodhani,14,26,2,0,53.84,https://scores.bcci.tv/matchcentre/playerimages/dzejxb72mw17592097481206.png,2024-100mb00000003664-986871c4b97a11,Pratika Rawal,2.4,6,0,1,2.25,16.0,https://scores.bcci.tv/matchcentre/playerimages/v2b40zVsbp17592100693664.png,,,98.58,2,269/8 (47.0 Overs),269,8,47.0,5.72,211/10 (45.4 Overs),211,10,45.4,4.62,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,1st ODI,47,271,1.0,217,0,0,,Deepti Sharma,,395,53,53,3,54,https://scores.bcci.tv/matchcentre/playerimages/cbNVlYED9T1759215553395.png,,18:29 GMT,2025-10-01,,,,,0.0,
