balls,batting_team_id,closure_id,innings_number,overs,runs,wickets,match_id,gid,target,ball_limit
771,2378,1,2,128.3,426,10,209299,6e6ddc01-1da5-4b88-ad63-b30a3cb5bc5f,,
380,2234,2,3,63.2,223,9,209299,6e6ddc01-1da5-4b88-ad63-b30a3cb5bc5f,,
198,2378,5,4,33.0,69,4,209299,6e6ddc01-1da5-4b88-ad63-b30a3cb5bc5f,279,
627,2617,1,1,104.3,343,10,209300,20f135a6-2666-47ce-9f70-0d1b88a0e910,,
685,1247,1,2,114.1,426,10,209300,20f135a6-2666-47ce-9f70-0d1b88a0e910,,
275,2617,1,3,45.5,124,10,209300,20f135a6-2666-47ce-9f70-0d1b88a0e910,,
76,1247,3,4,12.4,45,2,209300,20f135a6-2666-47ce-9f70-0d1b88a0e910,42,
576,2272,1,1,96.0,354,10,209304,eaffeeee-41b0-4612-ba45-5ed0889b8f82,,
698,1906,1,2,116.2,526,10,209304,eaffeeee-41b0-4612-ba45-5ed0889b8f82,,
694,2272,5,3,115.4,402,8,209304,eaffeeee-41b0-4612-ba45-5ed0889b8f82,,
933,1862,1,1,155.3,556,10,209477,c3e18265-814b-4e6c-bc4d-89ddfdb9c502,,
954,1390,1,2,159.0,436,10,209477,c3e18265-814b-4e6c-bc4d-89ddfdb9c502,,
120,1862,5,3,20.0,81,1,209477,c3e18265-814b-4e6c-bc4d-89ddfdb9c502,,
579,1739,1,1,96.3,274,10,209475,a0818053-e7e6-4c05-8524-630a3f9a39c2,,
566,1013,1,2,94.2,331,10,209475,a0818053-e7e6-4c05-8524-630a3f9a39c2,,
468,1739,1,3,78.0,251,10,209475,a0818053-e7e6-4c05-8524-630a3f9a39c2,,
227,1013,1,4,37.5,88,10,209475,a0818053-e7e6-4c05-8524-630a3f9a39c2,195,
384,2313,1,1,64.0,181,10,209301,e039dc1a-ad2c-43a0-b7cd-6563e3ad7a6e,,
336,1676,1,2,56.0,189,10,209301,e039dc1a-ad2c-43a0-b7cd-6563e3ad7a6e,,
637,2313,2,3,106.1,394,5,209301,e039dc1a-ad2c-43a0-b7cd-6563e3ad7a6e,,
600,1676,5,4,100.0,239,7,209301,e039dc1a-ad2c-43a0-b7cd-6563e3ad7a6e,387,
848,2497,1,1,141.2,452,10,209305,4724fe90-e94c-4dd3-8bdc-54566d8614ac,,
647,1880,1,2,107.5,494,10,209305,4724fe90-e94c-4dd3-8bdc-54566d8614ac,,
365,2497,2,3,60.5,228,,209305,4724fe90-e94c-4dd3-8bdc-54566d8614ac,,
309,1168,1,1,51.3,169,10,209306,074b41a4-4ca8-4ae4-80a2-5d7e0ba4ca8d,,
307,1671,1,2,51.1,174,10,209306,074b41a4-4ca8-4ae4-80a2-5d7e0ba4ca8d,,
296,1168,1,3,49.2,133,10,209306,074b41a4-4ca8-4ae4-80a2-5d7e0ba4ca8d,,
155,1671,3,4,25.5,129,2,209306,074b41a4-4ca8-4ae4-80a2-5d7e0ba4ca8d,129,
958,2732,2,1,159.4,686,5,209307,6994b688-42b2-4466-a5b2-d30701ba04f1,,
735,2620,1,2,122.3,328,10,209307,6994b688-42b2-4466-a5b2-d30701ba04f1,,
360,2620,5,3,60.0,199,4,209307,6994b688-42b2-4466-a5b2-d30701ba04f1,,
861,1447,1,1,143.3,415,10,209479,58728c6f-857c-4719-943c-cc7db35b48c4,,
530,2049,1,2,88.2,248,10,209479,58728c6f-857c-4719-943c-cc7db35b48c4,,
438,2049,1,3,73.0,160,10,209479,58728c6f-857c-4719-943c-cc7db35b48c4,,
342,2619,1,1,57.0,119,10,209309,fc8c9c05-7faa-4e74-9db5-4c0b731b3f5f,,
577,2616,1,2,96.1,296,10,209309,fc8c9c05-7faa-4e74-9db5-4c0b731b3f5f,,
321,2619,1,3,53.3,152,10,209309,fc8c9c05-7faa-4e74-9db5-4c0b731b3f5f,,
356,1533,1,1,59.2,275,10,209302,c55e8ea2-b227-4efd-865d-cd972912c804,,
518,2164,1,2,86.2,224,10,209302,c55e8ea2-b227-4efd-865d-cd972912c804,,
554,1533,1,3,92.2,316,10,209302,c55e8ea2-b227-4efd-865d-cd972912c804,,
321,2164,1,4,53.3,209,10,209302,c55e8ea2-b227-4efd-865d-cd972912c804,368,
652,2441,1,1,108.4,347,10,209298,18572d78-b863-45e0-9f3a-e2f97f3d1088,,
432,2780,1,2,72.0,216,10,209298,18572d78-b863-45e0-9f3a-e2f97f3d1088,,
372,2441,2,3,62.0,269,8,209298,18572d78-b863-45e0-9f3a-e2f97f3d1088,,
305,2780,1,4,50.5,183,10,209298,18572d78-b863-45e0-9f3a-e2f97f3d1088,401,
326,1518,1,1,54.2,181,10,209297,b87f1a46-1e7f-45ec-b794-601a6f1b6090,,
207,1303,1,2,34.3,88,10,209297,b87f1a46-1e7f-45ec-b794-601a6f1b6090,,
511,1518,1,3,85.1,255,10,209297,b87f1a46-1e7f-45ec-b794-601a6f1b6090,,
549,1303,3,4,91.3,350,6,209297,b87f1a46-1e7f-45ec-b794-601a6f1b6090,349,
298,1880,1,1,49.4,314,10,209283,ba84b856-f2ad-4435-a7d8-5bb1f8c90cd6,,300
285,2272,3,2,47.3,299,4,209283,ba84b856-f2ad-4435-a7d8-5bb1f8c90cd6,289,285
300,1568,5,1,50.0,310,8,209282,520e82c3-87b3-4816-ad45-f72475379a93,,300
300,1880,3,2,50.0,314,8,209282,520e82c3-87b3-4816-ad45-f72475379a93,311,300
300,2272,5,1,50.0,281,6,209281,c2ecf0fd-b18d-440b-9cc5-1fc637553289,,300
277,1484,1,2,46.1,204,10,209281,c2ecf0fd-b18d-440b-9cc5-1fc637553289,282,300
243,1245,1,1,40.3,150,10,209279,b693230f-1acc-4b98-b669-e429782d16e0,,300
179,1568,3,2,29.5,151,3,209279,b693230f-1acc-4b98-b669-e429782d16e0,151,300
244,1762,1,1,40.4,175,10,209280,1fdca8e0-6293-4722-b011-7c317e949acd,,300
185,1484,3,2,30.5,176,3,209280,1fdca8e0-6293-4722-b011-7c317e949acd,176,300
300,1880,5,1,50.0,354,8,209277,71f516d2-99cd-4e96-b886-356a37e6273e,,300
234,2234,1,2,39.0,203,10,209277,71f516d2-99cd-4e96-b886-356a37e6273e,355,300
300,1056,5,1,50.0,207,9,209278,32aec5d5-e911-4292-ab25-8cc42c484eba,,300
273,2272,3,2,45.3,208,5,209278,32aec5d5-e911-4292-ab25-8cc42c484eba,208,300
300,1245,5,1,50.0,258,7,209274,0bc157ac-2928-4a62-9b8d-71c109b0f3a9,,300
296,1390,1,2,49.2,224,10,209274,0bc157ac-2928-4a62-9b8d-71c109b0f3a9,259,300
296,1739,1,1,49.2,234,10,209276,d662428e-907d-4c51-ad85-d686aa87bfc0,,300
295,1056,3,2,49.1,237,5,209276,d662428e-907d-4c51-ad85-d686aa87bfc0,235,300
250,1533,1,1,41.4,199,10,209275,1dd18df0-1b5e-42e7-8ab6-c48ab9cfc87e,,300
262,2234,3,2,43.4,204,2,209275,1dd18df0-1b5e-42e7-8ab6-c48ab9cfc87e,200,300
276,2617,1,1,46.0,157,10,209262,fdbbd6b3-2882-4027-b60a-03c6e97a67c2,,300
289,2215,1,2,48.1,139,10,209262,fdbbd6b3-2882-4027-b60a-03c6e97a67c2,158,300
300,2618,5,1,50.0,236,8,209273,7baed4c7-aef1-4440-b42a-257bc2db247a,,300
288,2620,1,2,48.0,156,10,209273,7baed4c7-aef1-4440-b42a-257bc2db247a,237,300
239,2624,1,1,39.5,116,10,209270,7ee1eb4c-d4f6-472a-b38e-f3402971c882,,300
168,1390,3,2,28.0,118,1,209270,7ee1eb4c-d4f6-472a-b38e-f3402971c882,117,300
300,2625,5,1,50.0,230,9,209271,a464561f-46ac-491b-9585-d7aea41775e6,,300
300,2616,3,2,50.0,234,8,209271,a464561f-46ac-491b-9585-d7aea41775e6,231,300
300,2621,5,1,50.0,224,9,209266,448a2456-e0d5-4603-ba9e-3fb3a4e9b741,,300
214,1762,3,2,35.4,225,5,209266,448a2456-e0d5-4603-ba9e-3fb3a4e9b741,225,300
297,1247,1,1,49.3,233,10,209260,7bd5c03d-4fb1-4697-96dd-6686c05dec52,,300
258,1245,3,2,43.0,236,5,209260,7bd5c03d-4fb1-4697-96dd-6686c05dec52,234,300
300,1168,1,1,50.0,276,10,209472,343bc104-688b-4f84-9f72-58b14de8e104,,300
292,2441,1,2,48.4,240,10,209472,343bc104-688b-4f84-9f72-58b14de8e104,277,300
300,2272,5,1,50.0,360,5,209470,7e6010e1-57d4-43bb-a77c-a3e2d2d94d45,,300
271,1676,1,2,45.1,297,10,209470,7e6010e1-57d4-43bb-a77c-a3e2d2d94d45,361,300
300,1056,5,1,50.0,245,9,209264,80727cd2-6976-446e-a71a-876856ba2a51,,300
233,1862,1,2,38.5,167,10,209264,80727cd2-6976-446e-a71a-876856ba2a51,246,300
300,2497,5,1,50.0,201,8,209265,fa5d211e-19c3-447b-98fc-0e025d031f16,,300
229,1568,3,2,38.1,204,6,209265,fa5d211e-19c3-447b-98fc-0e025d031f16,202,300
275,1739,1,1,45.5,191,10,209268,93750285-6e04-48b4-8c8d-db5692465b40,,300
297,1671,1,2,49.3,188,10,209268,93750285-6e04-48b4-8c8d-db5692465b40,192,300
300,2780,5,1,50.0,309,7,209267,cd6f7f62-5eee-41c2-93b4-711a2a081a28,,300
293,1447,3,2,48.5,313,5,209267,cd6f7f62-5eee-41c2-93b4-711a2a081a28,310,300
300,2234,5,1,50.0,252,8,209261,cbbc06a9-5ca1-4881-8966-139e2843154c,,300
291,1303,3,2,48.3,253,6,209261,cbbc06a9-5ca1-4881-8966-139e2843154c,253,300
234,1518,1,1,39.0,114,10,209263,745fb4da-d24a-4044-bb4c-cd5c66353920,,300
122,1880,1,2,20.2,73,10,209263,745fb4da-d24a-4044-bb4c-cd5c66353920,115,300
129,2619,1,1,21.3,83,10,209272,a647bac6-33c9-4f0c-ae75-6318c6759f40,,300
115,2732,3,2,19.1,87,4,209272,a647bac6-33c9-4f0c-ae75-6318c6759f40,84,300
300,2164,5,1,50.0,253,9,209471,0026f912-bc78-4243-991d-7ef1bd6587e8,,300
249,1013,1,2,41.3,172,10,209471,0026f912-bc78-4243-991d-7ef1bd6587e8,254,300
300,1484,5,1,50.0,232,7,209269,59794c17-a35f-4f64-aa09-aadab3dac5d0,,300
300,1533,5,2,50.0,216,9,209269,59794c17-a35f-4f64-aa09-aadab3dac5d0,233,300
300,1906,5,1,50.0,288,8,209474,91ad2440-2777-41c8-aa7f-42f397aed778,,300
300,2313,5,2,50.0,288,7,209474,91ad2440-2777-41c8-aa7f-42f397aed778,289,300
300,2049,5,1,50.0,267,8,209473,c0aa7c2a-c6c8-4018-8e64-5a2871f5a45a,,300
289,2378,1,2,48.1,205,10,209473,c0aa7c2a-c6c8-4018-8e64-5a2871f5a45a,268,300
294,2617,5,1,49.0,225,9,209247,9e84ad4a-4330-4cd3-ac99-67a9978620f1,,294
264,1880,5,2,44.0,204,9,209247,9e84ad4a-4330-4cd3-ac99-67a9978620f1,206,264
84,2618,1,1,14.0,48,10,209258,fb234c38-ea13-4f8a-99fc-178c1daa587e,,300
61,1390,3,2,10.1,50,,209258,fb234c38-ea13-4f8a-99fc-178c1daa587e,49,300
294,2624,1,1,49.0,237,10,209257,ca613e82-27b6-4aa4-8da7-d3bf34ffacac,,300
300,2620,5,2,50.0,218,7,209257,ca613e82-27b6-4aa4-8da7-d3bf34ffacac,238,300
300,2621,5,1,50.0,251,6,209254,1444929a-445e-48e1-ad94-255a7939f488,,300
299,1447,3,2,49.5,252,6,209254,1444929a-445e-48e1-ad94-255a7939f488,252,300
295,1168,1,1,49.1,211,10,209250,6a1bb659-b737-4d96-868c-49d8a7baa648,,300
208,1568,3,2,34.4,212,3,209250,6a1bb659-b737-4d96-868c-49d8a7baa648,212,300
300,1247,5,1,50.0,278,9,209466,05f44a6f-01a6-4b2c-a170-8228ce245cdf,,300
270,1676,1,2,45.0,183,10,209466,05f44a6f-01a6-4b2c-a170-8228ce245cdf,279,300
257,2441,1,1,42.5,149,10,209467,f9c456da-2189-4cd3-b9c1-dcff55189744,,300
156,1056,3,2,26.0,151,3,209467,f9c456da-2189-4cd3-b9c1-dcff55189744,150,300
300,1013,5,1,50.0,363,6,209246,41d01105-9d2b-452a-adf4-bdc8201af36c,,300
291,1245,1,2,48.3,317,10,209246,41d01105-9d2b-452a-adf4-bdc8201af36c,364,300
300,2497,5,1,50.0,267,5,209251,eb809f98-f566-41ea-9287-37b13b4ba69c,,300
300,1862,1,2,50.0,257,10,209251,eb809f98-f566-41ea-9287-37b13b4ba69c,268,300
278,1671,1,1,46.2,189,10,209253,947824c5-5999-48c4-9f87-a922f4976351,,300
207,1762,3,2,34.3,193,5,209253,947824c5-5999-48c4-9f87-a922f4976351,190,300
300,1739,5,1,50.0,331,9,209252,8d8cae0d-9ecc-46b9-a0b5-2e8a752aa640,,300
300,2780,5,2,50.0,326,8,209252,8d8cae0d-9ecc-46b9-a0b5-2e8a752aa640,332,300
300,2625,5,1,50.0,193,9,209259,5fde4c3e-fdde-49c6-ae57-6a46b952aac2,,300
221,2732,3,2,36.5,194,3,209259,5fde4c3e-fdde-49c6-ae57-6a46b952aac2,194,300
300,1303,5,1,50.0,318,7,209249,6ee1b076-bd2d-403d-940b-1907ca4587f7,,300
246,2215,5,2,41.0,223,8,209249,6ee1b076-bd2d-403d-940b-1907ca4587f7,291,246
291,1518,1,1,48.3,176,10,209248,611b885c-63a8-4607-8e22-fbebeb1bfb80,,300
232,2234,3,2,38.4,150,4,209248,611b885c-63a8-4607-8e22-fbebeb1bfb80,147,252
270,2619,1,1,45.0,116,10,209256,0efe5ff6-51cd-40e7-9022-544ec3b6c2a1,,300
142,2616,3,2,23.4,117,2,209256,0efe5ff6-51cd-40e7-9022-544ec3b6c2a1,117,300
300,2164,5,1,50.0,322,4,209465,1ae14212-07db-4ba8-bfa3-12af63cd6efe,,300
276,2272,1,2,46.0,292,10,209465,1ae14212-07db-4ba8-bfa3-12af63cd6efe,323,300
300,1484,5,1,50.0,260,5,209468,b9a50d55-8d53-403a-addc-a8c4683b9ccd,,300
227,1906,3,2,37.5,261,1,209468,b9a50d55-8d53-403a-addc-a8c4683b9ccd,261,300
300,2313,5,1,50.0,241,7,209469,eeeb0a34-97a7-4feb-9f8d-630472128abb,,300
300,2378,3,2,50.0,245,8,209469,eeeb0a34-97a7-4feb-9f8d-630472128abb,242,300
300,1533,5,1,50.0,335,3,209255,c7e8581a-6450-440a-a2da-7774e9d97543,,300
235,2049,1,2,39.1,193,10,209255,c7e8581a-6450-440a-a2da-7774e9d97543,336,300
300,2625,5,1,50.0,231,8,209242,c7da8d69-af14-4281-907b-7b038da38aa1,,300
277,1390,3,2,46.1,232,2,209242,c7da8d69-af14-4281-907b-7b038da38aa1,232,300
256,1245,1,1,42.4,148,10,209461,f2f289c1-9e15-402a-bf1f-dd0517893585,,300
252,1676,3,2,42.0,152,4,209461,f2f289c1-9e15-402a-bf1f-dd0517893585,149,300
300,2624,5,1,50.0,258,7,209244,57b9168e-ca86-4c96-8fc2-123f1cc42aa7,,300
296,2616,1,2,49.2,147,10,209244,57b9168e-ca86-4c96-8fc2-123f1cc42aa7,259,300
300,1739,5,1,50.0,330,7,209239,24782c7c-1100-4dd3-a536-d17ee07ed33f,,300
300,2621,5,2,50.0,253,9,209239,24782c7c-1100-4dd3-a536-d17ee07ed33f,331,300
300,1447,5,1,50.0,291,8,209240,f2a493cf-f999-4cc2-b520-3b8eb842330c,,300
293,1762,3,2,48.5,294,6,209240,f2a493cf-f999-4cc2-b520-3b8eb842330c,292,300
300,2215,5,1,50.0,208,9,209235,72bdaa8e-2439-40fb-b988-7c28c9599fdb,,300
273,2234,3,2,45.3,211,3,209235,72bdaa8e-2439-40fb-b988-7c28c9599fdb,209,300
294,2441,1,1,49.0,221,10,209462,d8e6247a-956f-4199-ae29-fd909ae32426,,300
234,1568,3,2,39.0,225,3,209462,d8e6247a-956f-4199-ae29-fd909ae32426,222,300
300,1862,5,1,50.0,281,3,209236,b3c815a5-0b28-4485-992c-dbbe0c68463c,,300
297,1168,1,2,49.3,253,10,209236,b3c815a5-0b28-4485-992c-dbbe0c68463c,282,300
300,2272,5,1,50.0,310,9,209232,69785163-153c-4425-8bc0-1821ddb75492,,300
254,1013,1,2,42.2,213,10,209232,69785163-153c-4425-8bc0-1821ddb75492,311,300
294,2497,1,1,49.0,243,10,209237,4ef73214-fa62-4ba8-8e46-4a51cd7dbc37,,300
263,1056,3,2,43.5,244,1,209237,4ef73214-fa62-4ba8-8e46-4a51cd7dbc37,244,300
300,1671,5,1,50.0,302,4,209238,e230ea23-7d20-459c-aec8-e72620ff627e,,300
290,2780,1,2,48.2,258,10,209238,e230ea23-7d20-459c-aec8-e72620ff627e,303,300
300,2732,5,1,50.0,280,8,209243,d123d279-c42b-4cda-be6b-a476a3bd7b4c,,300
190,2618,1,2,31.4,142,9,209243,d123d279-c42b-4cda-be6b-a476a3bd7b4c,281,300
300,1880,5,1,50.0,295,8,209234,03f30418-f0bb-4544-8766-717df7a7c934,,300
235,1303,1,2,39.1,149,10,209234,03f30418-f0bb-4544-8766-717df7a7c934,296,300
160,2617,1,1,26.4,82,10,209233,7661b8e4-f68d-4660-a492-bfad50349044,,294
163,1518,3,2,27.1,85,5,209233,7661b8e4-f68d-4660-a492-bfad50349044,83,294
300,2619,5,1,50.0,218,7,209245,586700e3-bd58-4f7e-8d3d-b322a9ce8a61,,300
287,2620,3,2,47.5,221,5,209245,586700e3-bd58-4f7e-8d3d-b322a9ce8a61,219,300
291,1247,1,1,48.3,208,10,209460,6d83eefe-a9a6-495d-8508-2579cb9f914d,,300
294,2164,3,2,49.0,209,8,209460,6d83eefe-a9a6-495d-8508-2579cb9f914d,209,300
300,2378,5,1,50.0,233,9,209464,65c5becb-215f-4b96-a33d-3a644a761522,,300
271,1533,3,2,45.1,237,4,209464,65c5becb-215f-4b96-a33d-3a644a761522,234,300
241,2313,1,1,40.1,154,10,209241,1a57d93f-2c83-4df1-a169-f924b1945dd5,,300
264,1484,3,2,44.0,155,9,209241,1a57d93f-2c83-4df1-a169-f924b1945dd5,155,300
209,2049,1,1,34.5,125,10,209463,09be2208-ed47-4296-b738-f0c8ec7eaa0b,,300
92,1906,3,2,15.2,130,,209463,09be2208-ed47-4296-b738-f0c8ec7eaa0b,126,300
300,2620,5,1,50.0,183,9,209230,ee19184d-c6e8-491b-87c4-3b98755b7d79,,300
267,2625,3,2,44.3,185,6,209230,ee19184d-c6e8-491b-87c4-3b98755b7d79,184,300
300,1390,5,1,50.0,273,2,209231,63ab17b4-938f-4bac-bee6-47e4f29b8a86,,300
300,2616,5,2,50.0,187,5,209231,63ab17b4-938f-4bac-bee6-47e4f29b8a86,274,300
300,1739,5,1,50.0,329,9,209284,0faea27f-90cc-4f9d-b517-09752f528c5e,,300
298,1762,1,2,49.4,289,10,209284,0faea27f-90cc-4f9d-b517-09752f528c5e,330,300
219,2234,1,1,36.3,122,10,209221,1120b3fe-c9cf-4d45-af18-1cafac5a1f27,,300
168,1880,3,2,28.0,123,2,209221,1120b3fe-c9cf-4d45-af18-1cafac5a1f27,123,300
300,1056,5,1,50.0,239,7,209223,0dcb427d-67c0-4849-93de-801280606567,,300
277,1168,3,2,46.1,242,2,209223,0dcb427d-67c0-4849-93de-801280606567,240,300
300,2272,5,1,50.0,250,8,209219,04cb0521-3dea-4199-9dcf-219394382bbd,,300
255,1247,1,2,42.3,187,10,209219,04cb0521-3dea-4199-9dcf-219394382bbd,251,300
232,1862,1,1,38.4,127,10,209224,5a10875d-1fc0-4451-86be-a1e498079336,,300
163,1568,3,2,27.1,131,5,209224,5a10875d-1fc0-4451-86be-a1e498079336,128,300
300,1013,5,1,50.0,224,9,209456,41ead57c-d699-4fda-86c3-d1d5c3f293fd,,300
297,1676,3,2,49.3,225,7,209456,41ead57c-d699-4fda-86c3-d1d5c3f293fd,225,300
300,2441,5,1,50.0,325,6,209458,616fcfe1-4f9d-4dd7-a66a-0fd9f1e8d5f5,,300
300,2497,5,2,50.0,246,9,209458,616fcfe1-4f9d-4dd7-a66a-0fd9f1e8d5f5,326,300
300,1671,5,1,50.0,275,7,209225,61d5ab6f-8a6b-4233-8456-a4099e7bf69d,,300
282,1447,3,2,47.0,276,2,209225,61d5ab6f-8a6b-4233-8456-a4099e7bf69d,276,300
300,2780,5,1,50.0,269,9,209285,580843b4-77c7-43ca-bf03-d0bdc486c7b7,,300
296,2621,3,2,49.2,270,7,209285,580843b4-77c7-43ca-bf03-d0bdc486c7b7,270,300
300,2624,5,1,50.0,273,6,209229,013c53a5-8e55-4c4e-b6a1-194796403b64,,300
300,2732,1,2,50.0,272,10,209229,013c53a5-8e55-4c4e-b6a1-194796403b64,274,300
300,1303,5,1,50.0,264,8,209222,baccbe34-b0c5-4d9b-b13c-8653958e7a39,,300
180,2617,3,2,30.0,132,2,209222,baccbe34-b0c5-4d9b-b13c-8653958e7a39,125,180
295,1518,1,1,49.1,210,10,209220,7ee4fda3-0496-4172-a07b-507334c8c892,,300
138,2215,3,2,23.0,100,3,209220,7ee4fda3-0496-4172-a07b-507334c8c892,88,138
299,2619,1,1,49.5,200,10,209228,84ef5fce-1d80-420b-82f2-fc744625afd0,,300
250,2618,3,2,41.4,203,5,209228,84ef5fce-1d80-420b-82f2-fc744625afd0,201,300
300,2164,5,1,50.0,287,8,209457,99459d72-99cd-41a7-a34a-ab08ee9880b2,,300
250,1245,3,2,41.4,288,2,209457,99459d72-99cd-41a7-a34a-ab08ee9880b2,288,300
291,2378,1,1,48.3,250,10,209459,b4b8a002-694d-451a-808d-ce8ec8e639b4,,300
294,1906,3,2,49.0,252,7,209459,b4b8a002-694d-451a-808d-ce8ec8e639b4,251,300
300,1533,5,1,50.0,257,8,209226,8da50faf-107c-469f-babd-c31ea501c32b,,300
255,2313,1,2,42.3,173,10,209226,8da50faf-107c-469f-babd-c31ea501c32b,258,300
299,2049,1,1,49.5,206,10,209227,f56f1b19-cf38-41a2-9121-4b0b25a74731,,300
273,1484,3,2,45.3,210,6,209227,f56f1b19-cf38-41a2-9121-4b0b25a74731,207,300
285,1568,1,1,47.3,223,10,209210,324c1c14-0b73-43a4-94b4-a8625893f00e,,300
289,1056,1,2,48.1,191,10,209210,324c1c14-0b73-43a4-94b4-a8625893f00e,224,300
300,1880,5,1,50.0,290,8,209206,31122bfb-732b-4637-b4f0-e0bff27b5680,,300
280,2215,1,2,46.4,236,10,209206,31122bfb-732b-4637-b4f0-e0bff27b5680,291,300
300,2624,5,1,50.0,265,5,209217,ac0f2b6f-0487-4564-a02e-9541e493970f,,300
234,2625,1,2,39.0,101,10,209217,ac0f2b6f-0487-4564-a02e-9541e493970f,266,300
195,2616,1,1,32.3,80,10,209218,10ae2deb-d820-4c7f-b969-a7cdb45c3340,,300
171,2618,3,2,28.3,83,2,209218,10ae2deb-d820-4c7f-b969-a7cdb45c3340,81,300
300,1739,5,1,50.0,328,6,209211,8e4df7e4-62da-43db-be64-4c2013204b62,,300
298,1447,3,2,49.4,330,5,209211,8e4df7e4-62da-43db-be64-4c2013204b62,329,300
300,2234,5,1,50.0,289,6,209208,15e3beca-1d47-4d6d-b0be-a29ef6eb361c,,300
105,2617,1,2,17.3,53,10,209208,15e3beca-1d47-4d6d-b0be-a29ef6eb361c,290,300
276,2272,1,1,46.0,213,10,209205,ab8eb63a-ef0f-4426-bc92-c3a920840ec0,,300
239,1245,3,2,39.5,216,3,209205,ab8eb63a-ef0f-4426-bc92-c3a920840ec0,214,300
236,1862,1,1,39.2,162,10,209453,2a689757-25ca-4c03-8a90-38b1f5a3883e,,300
246,2441,3,2,41.0,167,5,209453,2a689757-25ca-4c03-8a90-38b1f5a3883e,163,300
253,1247,1,1,42.1,171,10,209204,2cb77f48-3b0a-4e32-a6cf-8f8c6aea707e,,300
221,1013,3,2,36.5,172,5,209204,2cb77f48-3b0a-4e32-a6cf-8f8c6aea707e,172,300
300,1168,5,1,50.0,263,8,209209,dd868fb6-efe0-44d2-912b-f00b807c6e57,,300
282,2497,3,2,47.0,264,4,209209,dd868fb6-efe0-44d2-912b-f00b807c6e57,264,300
300,1671,5,1,50.0,256,6,209212,ddd90ca7-c997-42a2-9a70-dc066b066091,,300
300,2621,5,2,50.0,235,5,209212,ddd90ca7-c997-42a2-9a70-dc066b066091,257,300
300,2780,5,1,50.0,184,8,209213,f2d625c5-869a-4c14-bd0f-60b3eb9b118b,,300
204,1762,3,2,34.0,185,4,209213,f2d625c5-869a-4c14-bd0f-60b3eb9b118b,185,300
300,2732,5,1,50.0,222,8,209215,36aaccb8-cc1d-4901-a816-13a8804c681a,,300
286,2620,3,2,47.4,223,3,209215,36aaccb8-cc1d-4901-a816-13a8804c681a,223,300
298,1303,1,1,49.4,230,10,209207,17e4e2ae-5fb4-4ef4-a742-3806e77039f8,,300
290,1518,1,2,48.2,203,10,209207,17e4e2ae-5fb4-4ef4-a742-3806e77039f8,231,300
300,1390,5,1,50.0,336,4,209216,055eb15e-a6be-4ab1-8ba4-ae616fc930d3,,300
236,2619,1,2,39.2,126,10,209216,055eb15e-a6be-4ab1-8ba4-ae616fc930d3,337,300
300,1676,5,1,50.0,278,5,209452,5a6914d6-03fb-40d5-81fb-a0de6433efe9,,300
279,2164,1,2,46.3,215,10,209452,5a6914d6-03fb-40d5-81fb-a0de6433efe9,279,300
300,1484,5,1,50.0,254,8,209455,9a534952-14f3-46bb-888a-09bf2d84472c,,300
300,2378,5,2,50.0,249,9,209455,9a534952-14f3-46bb-888a-09bf2d84472c,255,300
298,1906,1,1,49.4,219,10,209454,0b4f1eff-353b-4e11-89ea-b8cc1def4801,,300
294,1533,3,2,49.0,223,4,209454,0b4f1eff-353b-4e11-89ea-b8cc1def4801,220,300
300,2049,5,1,50.0,215,9,209214,b601e065-88ed-442b-82ea-92e73180486b,,300
291,2313,3,2,48.3,219,5,209214,b601e065-88ed-442b-82ea-92e73180486b,216,300
300,1056,5,1,50.0,312,4,207715,8a4ed6c8-2bf2-417f-82d6-bae2012d611d,,300
249,2215,3,2,41.3,315,4,207715,8a4ed6c8-2bf2-417f-82d6-bae2012d611d,313,300
296,2215,1,1,49.2,322,10,207693,d387dce1-331c-4c58-9a11-a775d5a53531,,300
256,2234,1,2,42.4,250,10,207693,d387dce1-331c-4c58-9a11-a775d5a53531,323,300
289,1013,1,1,48.1,184,10,207690,332f838d-7c08-41b0-bb06-69465122a7f4,,300
256,1056,3,2,42.4,188,5,207690,332f838d-7c08-41b0-bb06-69465122a7f4,185,300
300,1568,5,1,50.0,284,5,207679,b6be4937-4b53-43ab-b066-244c14e3b9d8,,300
251,2215,3,2,41.5,285,1,207679,b6be4937-4b53-43ab-b066-244c14e3b9d8,285,300
300,1056,5,1,50.0,280,7,207673,cfafe008-60c1-4af5-99ce-5e4722220e10,,300
289,2497,1,2,48.1,234,10,207673,cfafe008-60c1-4af5-99ce-5e4722220e10,281,300
300,2234,5,1,50.0,338,3,207670,cf4dec60-407a-43dd-884e-a4f8f4e28b9a,,300
262,1762,1,2,43.4,258,10,207670,cf4dec60-407a-43dd-884e-a4f8f4e28b9a,339,300
300,1013,5,1,50.0,299,7,207671,149a3711-dae9-4136-a127-66163a737808,,300
248,2164,1,2,41.2,182,10,207671,149a3711-dae9-4136-a127-66163a737808,300,300
300,2621,5,1,50.0,287,8,207590,6a85955f-308b-428a-987b-2c12d525990e,,300
291,2497,3,2,48.3,289,6,207590,6a85955f-308b-428a-987b-2c12d525990e,288,300
300,2621,5,1,50.0,306,8,207494,e060826d-9569-49e8-8b89-6089de450671,,300
300,2625,5,2,50.0,161,6,207494,e060826d-9569-49e8-8b89-6089de450671,307,300
