Unnamed: 0,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,STclientID,NSTclientID,OverNO
249,5.0,1417,2,14,Delhi Capitals,Rishabh Pant,Pat Cummins,,18,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,17.5,1.0,1.0,0,454986.0,-32.54,-138.0,4.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Delhi-Capitals-VS-Sunrisers-Hyderabad-(20-Apr-2024)/File_2-18-454986.png,16.0,SLOW BOUNCER,58.0,BACKFOOT PULL SHOT,0.0,0.0,5,17.0,195,6,Outside Off stump,Short of Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
250,6.0,1417,2,14,Delhi Capitals,Rishabh Pant,Pat Cummins,,18,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,17.6,1.0,1.0,0,454987.0,123.09,168.19,4.0,0,,16.0,SLOW BOUNCER,46.0,FRONTFOOT PULL SHOT,0.0,0.0,6,17.0,199,6,Outside Off stump,Short Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
251,1.0,1417,2,14,Delhi Capitals,Axar Patel,T Natarajan,,19,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1.0,18.1,1.0,1.0,0,454988.0,89.48,51.24,0.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Delhi-Capitals-VS-Sunrisers-Hyderabad-(20-Apr-2024)/File_2-19-454988.png,39.0,ANGLED IN,15.0,LOFTED COVER DRIVE,0.0,0.0,1,18.0,199,7,Outside Off stump,Full Toss,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
252,2.0,1417,2,14,Delhi Capitals,Anrich Nortje,T Natarajan,,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,18.2,1.0,1.0,0,454989.0,14.43,55.84,0.0,0,,30.0,ANGLED ACROSS,49.0,FORWARD DEFENCE,0.0,0.0,2,18.0,199,7,Leg stump,Yorker,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
253,3.0,1417,2,14,Delhi Capitals,Anrich Nortje,T Natarajan,,19,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1.0,18.3,1.0,1.0,0,454990.0,14.43,55.84,0.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Delhi-Capitals-VS-Sunrisers-Hyderabad-(20-Apr-2024)/File_2-19-454990.png,30.0,ANGLED ACROSS,11.0,LOFTED ON DRIVE,0.0,0.0,3,18.0,199,8,Middle stump,Yorker,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
254,4.0,1417,2,14,Delhi Capitals,Kuldeep Yadav,T Natarajan,,19,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1.0,18.4,1.0,1.0,0,454991.0,14.43,55.84,0.0,0,,39.0,ANGLED IN,40.0,FRONTFOOT FLICK,0.0,0.0,4,18.0,199,9,Middle stump,Full Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
255,5.0,1417,2,14,Delhi Capitals,Mukesh Kumar,T Natarajan,,19,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,18.5,1.0,1.0,0,454992.0,-34.84,104.65,0.0,0,,30.0,ANGLED ACROSS,49.0,FORWARD DEFENCE,0.0,0.0,5,18.0,199,9,Off stump,Yorker,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
256,6.0,1417,2,14,Delhi Capitals,Mukesh Kumar,T Natarajan,,19,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,18.6,1.0,1.0,0,454993.0,-49.57,59.06,0.0,0,,30.0,ANGLED ACROSS,50.0,BACKFOOT DEFENCE,0.0,0.0,6,18.0,199,9,Outside Off stump,Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
257,1.0,1417,2,14,Delhi Capitals,Rishabh Pant,Nitish Kumar Reddy,,20,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1.0,19.1,1.0,1.0,0,454994.0,-53.26,-120.5,0.0,0,,36.0,BOUNCER,58.0,BACKFOOT PULL SHOT,1.0,0.0,1,19.0,199,10,Outside Off stump,Short Length,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
0,1.0,1419,1,15,Punjab Kings,Sam Curran,Azmatullah Omarzai,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.1,1.0,1.0,0,455495.0,,,0.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Punjab-Kings-VS-Gujarat-Titans-(21-Apr-2024)/File_1-1-455495.png,41.0,INSWINGER,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,1,0.0,0,0,Outside Off stump,Yorker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,2.0,1419,1,15,Punjab Kings,Sam Curran,Azmatullah Omarzai,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.2,1.0,1.0,0,455496.0,-72.39,16.55,1.0,0,,41.0,INSWINGER,27.0,FORWARD PUSH,0.0,0.0,2,0.0,1,0,Middle stump,Full Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2,3.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.3,1.0,1.0,0,455498.0,-58.64,29.35,0.0,0,,39.0,ANGLED IN,49.0,FORWARD DEFENCE,0.0,0.0,3,0.0,1,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3,4.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.4,1.0,1.0,0,455499.0,70.78,45.94,0.0,0,,41.0,INSWINGER,70.0,STEP DOWN PULL SHOT,0.0,0.0,4,0.0,1,0,Outside Off stump,Short of Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
4,5.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.5,1.0,1.0,0,455500.0,70.78,45.94,0.0,0,,41.0,INSWINGER,54.0,LEG GLANCE,0.0,0.0,5,0.0,1,0,Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5,6.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.6,1.0,1.0,0,455501.0,-83.77,97.61,1.0,0,,39.0,ANGLED IN,84.0,FRONTFOOT OFF DRIVE,0.0,0.0,6,0.0,2,0,Outside Off stump,Full Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
6,1.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Sandeep Warrier,,2,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,1.1,1.0,1.0,0,455504.0,76.0,-125.2,4.0,0,,41.0,INSWINGER,54.0,LEG GLANCE,0.0,0.0,1,1.0,6,0,Middle stump,Good Length,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
7,2.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Sandeep Warrier,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,1.2,1.0,1.0,0,455505.0,-48.69,40.25,0.0,0,,39.0,ANGLED IN,40.0,FRONTFOOT FLICK,0.0,0.0,2,1.0,6,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
8,3.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Sandeep Warrier,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,1.3,1.0,1.0,0,455507.0,-48.69,40.25,0.0,0,,42.0,OUTSWINGER,52.0,BACKFOOT COVERDRIVE,0.0,0.0,3,1.0,6,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
9,4.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Sandeep Warrier,,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,1.4,1.0,1.0,0,455508.0,149.48,-10.47,2.0,0,,42.0,OUTSWINGER,40.0,FRONTFOOT FLICK,0.0,0.0,4,1.0,8,0,Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
10,5.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Sandeep Warrier,,2,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,1.5,1.0,1.0,0,455509.0,-144.45,138.86,4.0,0,,39.0,ANGLED IN,114.0,STEP DOWN LOFTED COVER DRIVE,0.0,0.0,5,1.0,12,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
11,6.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Sandeep Warrier,,2,6,7 (NB),7,6,0,0,0,0,1,0,1,0,0,0,1,0,,,0.0,1.6,1.0,1.0,1,455511.0,-121.69,-104.81,7.0,0,,41.0,INSWINGER,36.0,CUT SHOT,0.0,0.0,6,1.0,19,0,Leg stump,Full Toss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
12,7.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Sandeep Warrier,,2,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,1.6,1.0,1.0,0,455512.0,-181.43,58.27,4.0,0,,42.0,OUTSWINGER,15.0,LOFTED COVER DRIVE,0.0,0.0,7,1.0,23,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
13,1.0,1419,1,15,Punjab Kings,Sam Curran,Azmatullah Omarzai,,3,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,2.1,1.0,1.0,0,455514.0,163.7,-28.01,4.0,0,,42.0,OUTSWINGER,59.0,FRONTFOOT SQUARE DRIVE,0.0,0.0,1,2.0,27,0,Off stump,Good Length,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
14,2.0,1419,1,15,Punjab Kings,Sam Curran,Azmatullah Omarzai,,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2.2,1.0,1.0,0,455515.0,47.08,-111.93,1.0,0,,42.0,OUTSWINGER,50.0,BACKFOOT DEFENCE,0.0,0.0,2,2.0,28,0,Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
15,3.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,2.3,1.0,1.0,0,455516.0,-10.76,65.38,0.0,0,,41.0,INSWINGER,122.0,STEP DOWN LOFTED OFF DRIVE,0.0,0.0,3,2.0,28,0,Middle stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
16,4.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,3,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,2.4,1.0,1.0,0,455517.0,149.95,-62.62,6.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Punjab-Kings-VS-Gujarat-Titans-(21-Apr-2024)/File_1-3-455517.png,41.0,INSWINGER,40.0,FRONTFOOT FLICK,0.0,0.0,4,2.0,34,0,Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
17,5.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,2.5,1.0,1.0,0,455518.0,-88.03,40.25,0.0,0,,8.0,OFF CUTTER,89.0,STEP DOWN COVER DRIVE,0.0,0.0,5,2.0,34,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
18,6.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Azmatullah Omarzai,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,2.6,1.0,1.0,0,455519.0,-75.23,-20.9,0.0,0,,8.0,OFF CUTTER,49.0,FORWARD DEFENCE,0.0,0.0,6,2.0,34,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
19,1.0,1419,1,15,Punjab Kings,Sam Curran,Mohit Sharma,,4,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,3.1,1.0,1.0,0,455520.0,47.55,-135.16,4.0,0,,30.0,ANGLED ACROSS,36.0,CUT SHOT,0.0,0.0,1,3.0,38,0,Off stump,Good Length,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20,2.0,1419,1,15,Punjab Kings,Sam Curran,Mohit Sharma,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,3.2,1.0,1.0,0,455521.0,47.55,-135.16,0.0,0,,36.0,BOUNCER,58.0,BACKFOOT PULL SHOT,1.0,0.0,2,3.0,38,0,Outside Leg stump,Short Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21,3.0,1419,1,15,Punjab Kings,Sam Curran,Mohit Sharma,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,3.3,1.0,1.0,0,455522.0,-62.43,81.02,0.0,0,,30.0,ANGLED ACROSS,52.0,BACKFOOT COVERDRIVE,0.0,0.0,3,3.0,38,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
22,4.0,1419,1,15,Punjab Kings,Sam Curran,Mohit Sharma,,4,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0.0,3.4,1.0,1.0,1,455523.0,-62.43,81.02,1.0,0,,16.0,SLOW BOUNCER,105.0,LEFT ALONE,0.0,0.0,4,3.0,39,0,Leg stump,Short Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
23,5.0,1419,1,15,Punjab Kings,Sam Curran,Mohit Sharma,,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,3.4,1.0,1.0,0,455524.0,-58.17,90.98,1.0,0,,39.0,ANGLED IN,97.0,BACKFOOT PUSH,0.0,0.0,5,3.0,40,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
24,6.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Mohit Sharma,,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,3.5,1.0,1.0,0,455525.0,-95.62,26.03,1.0,0,,8.0,OFF CUTTER,27.0,FORWARD PUSH,0.0,0.0,6,3.0,41,0,Off stump,Full Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
25,7.0,1419,1,15,Punjab Kings,Sam Curran,Mohit Sharma,,4,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,3.6,1.0,1.0,0,455526.0,-143.03,21.76,1.0,0,,39.0,ANGLED IN,40.0,FRONTFOOT FLICK,0.0,0.0,7,3.0,42,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
26,1.0,1419,1,15,Punjab Kings,Sam Curran,Rashid Khan,,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,4.1,1.0,1.0,0,455527.0,-110.79,82.92,1.0,0,,28.0,GOOGLY,97.0,BACKFOOT PUSH,0.0,0.0,1,4.0,43,0,Middle stump,Good Length,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
27,2.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Rashid Khan,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,4.2,1.0,1.0,0,455528.0,-84.24,-10.0,0.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,2,4.0,43,0,Outside Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
28,3.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Rashid Khan,,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,4.3,1.0,1.0,0,455529.0,-55.32,35.99,1.0,0,,26.0,FLIPPER,27.0,FORWARD PUSH,0.0,0.0,3,4.0,44,0,Outside Off stump,Full Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
29,4.0,1419,1,15,Punjab Kings,Sam Curran,Rashid Khan,,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,4.4,1.0,1.0,0,455530.0,64.62,56.37,0.0,0,,28.0,GOOGLY,52.0,BACKFOOT COVERDRIVE,0.0,0.0,4,4.0,44,0,Off stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
30,5.0,1419,1,15,Punjab Kings,Sam Curran,Rashid Khan,,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,4.5,1.0,1.0,0,455531.0,-116.48,40.73,1.0,0,,24.0,LEG SPIN,97.0,BACKFOOT PUSH,0.0,0.0,5,4.0,45,0,Leg stump,Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31,6.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Rashid Khan,,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,4.6,1.0,1.0,0,455532.0,99.23,65.85,0.0,0,,24.0,LEG SPIN,58.0,BACKFOOT PULL SHOT,0.0,0.0,6,4.0,45,0,Outside Off stump,Short of Good Length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
32,1.0,1419,1,15,Punjab Kings,Sam Curran,Mohit Sharma,,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,5.1,1.0,1.0,0,455533.0,-75.23,86.24,1.0,0,,30.0,ANGLED ACROSS,11.0,LOFTED ON DRIVE,0.0,0.0,1,5.0,46,0,Off stump,Good Length,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
33,2.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Mohit Sharma,,6,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,5.2,1.0,1.0,0,455534.0,-63.38,-128.99,6.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Punjab-Kings-VS-Gujarat-Titans-(21-Apr-2024)/File_1-6-455534.png,36.0,BOUNCER,36.0,CUT SHOT,1.0,0.0,2,5.0,52,0,Outside Off stump,Short Length,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
34,3.0,1419,1,15,Punjab Kings,Prabhsimran Singh,Mohit Sharma,,6,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1.0,5.3,1.0,1.0,0,455535.0,-63.38,-128.99,0.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Punjab-Kings-VS-Gujarat-Titans-(21-Apr-2024)/File_1-6-455535.png,38.0,STRAIGHT BALL,114.0,STEP DOWN LOFTED COVER DRIVE,0.0,0.0,3,5.0,52,1,Outside Off stump,Full Length,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
35,4.0,1419,1,15,Punjab Kings,Rilee Rossouw,Mohit Sharma,,6,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,5.4,1.0,1.0,0,455536.0,154.69,-61.2,4.0,0,,30.0,ANGLED ACROSS,96.0,SLICED OVER POINT,0.0,0.0,4,5.0,56,1,Outside Off stump,Yorker,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
36,5.0,1419,1,15,Punjab Kings,Rilee Rossouw,Mohit Sharma,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,5.5,1.0,1.0,0,455537.0,154.69,-61.2,0.0,0,,36.0,BOUNCER,105.0,LEFT ALONE,1.0,0.0,5,5.0,56,1,Outside Leg stump,Short Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
37,6.0,1419,1,15,Punjab Kings,Rilee Rossouw,Mohit Sharma,,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,5.6,1.0,1.0,0,455538.0,75.52,72.01,0.0,0,,30.0,ANGLED ACROSS,52.0,BACKFOOT COVERDRIVE,0.0,0.0,6,5.0,56,1,Outside Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
39,1.0,1419,1,15,Punjab Kings,Sam Curran,Noor Ahmad,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,6.1,1.0,1.0,0,455539.0,140.47,-17.59,1.0,0,,34.0,CHINAMAN,59.0,FRONTFOOT SQUARE DRIVE,0.0,0.0,1,6.0,57,1,Outside Off stump,Full Length,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
40,2.0,1419,1,15,Punjab Kings,Rilee Rossouw,Noor Ahmad,,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,6.2,1.0,1.0,0,455540.0,101.12,13.7,1.0,0,,34.0,CHINAMAN,27.0,FORWARD PUSH,0.0,0.0,2,6.0,58,1,Outside Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
41,3.0,1419,1,15,Punjab Kings,Sam Curran,Noor Ahmad,,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,6.3,1.0,1.0,0,455541.0,92.59,-7.63,1.0,0,,31.0,WRONG ONE,36.0,CUT SHOT,0.0,0.0,3,6.0,59,1,Wide outside Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
42,4.0,1419,1,15,Punjab Kings,Rilee Rossouw,Noor Ahmad,,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,6.4,1.0,1.0,0,455542.0,92.59,-7.63,0.0,0,,31.0,WRONG ONE,36.0,CUT SHOT,0.0,0.0,4,6.0,59,1,Outside Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
43,5.0,1419,1,15,Punjab Kings,Rilee Rossouw,Noor Ahmad,,7,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,6.5,1.0,1.0,0,455543.0,131.46,-88.22,4.0,0,,31.0,WRONG ONE,56.0,REVERSE SWEEP,0.0,0.0,5,6.0,63,1,Outside Off stump,Full Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
44,6.0,1419,1,15,Punjab Kings,Rilee Rossouw,Noor Ahmad,,7,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1.0,6.6,1.0,1.0,0,455544.0,131.46,-88.22,0.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2024/Punjab-Kings-VS-Gujarat-Titans-(21-Apr-2024)/File_1-7-455544.png,31.0,WRONG ONE,55.0,SWEEP SHOT,0.0,0.0,6,6.0,63,2,Outside Off stump,Good Length,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
45,1.0,1419,1,15,Punjab Kings,Sam Curran,Rashid Khan,,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,7.1,1.0,1.0,0,455545.0,28.59,63.48,0.0,0,,28.0,GOOGLY,27.0,FORWARD PUSH,0.0,0.0,1,7.0,63,2,Off stump,Full Length,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
46,2.0,1419,1,15,Punjab Kings,Sam Curran,Rashid Khan,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,7.2,1.0,1.0,0,455546.0,-76.18,147.87,1.0,0,,28.0,GOOGLY,101.0,BACKFOOT ON DRIVE,0.0,0.0,2,7.0,64,2,Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
47,3.0,1419,1,15,Punjab Kings,Jitesh Sharma,Rashid Khan,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,7.3,1.0,1.0,0,455547.0,65.57,135.07,1.0,0,,24.0,LEG SPIN,97.0,BACKFOOT PUSH,0.0,0.0,3,7.0,65,2,Outside Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
48,4.0,1419,1,15,Punjab Kings,Sam Curran,Rashid Khan,,8,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,7.4,1.0,1.0,0,455548.0,147.58,81.5,2.0,0,,24.0,LEG SPIN,52.0,BACKFOOT COVERDRIVE,0.0,0.0,4,7.0,67,2,Outside Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
49,5.0,1419,1,15,Punjab Kings,Sam Curran,Rashid Khan,,8,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1.0,7.5,1.0,1.0,0,455549.0,,,0.0,0,,24.0,LEG SPIN,27.0,FORWARD PUSH,0.0,0.0,5,7.0,67,3,Leg stump,Good Length,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
50,6.0,1419,1,15,Punjab Kings,Liam Livingstone,Rashid Khan,,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,7.6,1.0,1.0,0,455550.0,-27.83,58.74,0.0,0,,28.0,GOOGLY,49.0,FORWARD DEFENCE,0.0,0.0,6,7.0,67,3,Outside Off stump,Good Length,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
51,1.0,1419,1,15,Punjab Kings,Jitesh Sharma,Noor Ahmad,,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,8.1,1.0,1.0,0,455551.0,97.33,76.76,1.0,0,,31.0,WRONG ONE,97.0,BACKFOOT PUSH,0.0,0.0,1,8.0,68,3,Leg stump,Good Length,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
52,2.0,1419,1,15,Punjab Kings,Liam Livingstone,Noor Ahmad,,9,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,8.2,1.0,1.0,0,455552.0,111.08,31.24,1.0,0,,34.0,CHINAMAN,97.0,BACKFOOT PUSH,0.0,0.0,2,8.0,69,3,Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
